"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pp[3,109]",0.42420830426832,0.144355742287731,0.174548398567096,0.312632410053309,0.415983278742592,0.526421592282709,0.70965064707947,1.00561232365735,450
"pp[1,110]",0.0418535808670879,0.0589410052088233,0.000771916467082425,0.00788713247253775,0.020559859846447,0.0480104943589784,0.214458068697346,1.2660620567589,12
"pp[2,110]",0.565323811162559,0.145746669337356,0.271189846917187,0.463890397320698,0.572687124348166,0.675334956756216,0.82104475617233,1.00540257511639,410
"pp[3,110]",0.392822607970353,0.141868557665161,0.153111305699355,0.282956416071159,0.382795033571252,0.492067814688447,0.679645496119689,1.00507543134249,530
"pp[1,111]",0.0481138286993732,0.0650649719954035,0.000977338118888449,0.00961111339895515,0.0247064960572107,0.0561843407001299,0.237628257804732,1.25912351106401,13
"pp[2,111]",0.589743731305723,0.144483742891476,0.291357607457919,0.492853703687303,0.598878138917496,0.698954887294967,0.837519991108273,1.00661000188676,330
"pp[3,111]",0.362142439994904,0.138461386615961,0.134535980008153,0.254142239964898,0.349454220415924,0.457887621284174,0.651992391957161,1.00461019196482,640
"pp[1,112]",0.0551208395527857,0.0715732278107055,0.00122402817215335,0.011608174820259,0.0294850340477744,0.0660498689224029,0.263316521356798,1.25195504157401,13
"pp[2,112]",0.612504553058826,0.142979386584298,0.311476049059992,0.518048997958627,0.62366712707533,0.722497962639982,0.849406520264874,1.00863348189415,250
"pp[3,112]",0.332374607388388,0.134206687887709,0.11729853170689,0.22726952027686,0.317843295308273,0.42335780837151,0.615345690347683,1.00421938855486,790
"pp[1,113]",0.0629293060445615,0.0784509191817535,0.00153503810452589,0.0140346661182169,0.035293221663425,0.0766895917179082,0.291760210548997,1.24457843217894,13
"pp[2,113]",0.633368303161169,0.141441598356142,0.331464445569472,0.542347372432999,0.64511563080128,0.743625391624652,0.861163141448664,1.01235012469591,190
"pp[3,113]",0.303702390794269,0.129196608475733,0.101343673777425,0.20204485842995,0.287660130314805,0.390570517549887,0.584746496282618,1.00390531454049,1000
"pp[1,114]",0.0715931705396089,0.0856745920249443,0.00193730575151501,0.0168766075600073,0.0418685989097399,0.0893217947297449,0.325696254921174,1.23701746806315,14
"pp[2,114]",0.6521246351311,0.140094999110144,0.340935629915237,0.561378749455928,0.665828183728325,0.761008253719805,0.873537591970262,1.01708543561434,150
"pp[3,114]",0.276282194329291,0.123538601309788,0.0869916608070858,0.179830475725334,0.258397603147093,0.358067712200074,0.553116585022465,1.0036700015003,1300
"pp[1,115]",0.0811650916717286,0.093212656422106,0.00245355051366536,0.0202719912113934,0.0493048036103078,0.102383466274967,0.354211435077817,1.22929747504915,14
"pp[2,115]",0.668593475897012,0.139165150632998,0.356852250725062,0.5793082047196,0.682394812494547,0.776731257321079,0.884088984809481,1.02247438625897,120
"pp[3,115]",0.25024143243126,0.117350570961584,0.0748103371879454,0.158135955726125,0.232060654256194,0.325924783671309,0.513894606465116,1.00351541684444,1800
"pp[1,116]",0.0916958315709793,0.101026874308884,0.00304129728632352,0.0243362175175558,0.0577990792161613,0.116822009171116,0.383259486457836,1.22144489888434,15
"pp[2,116]",0.682626522859371,0.138859958962331,0.364729598354758,0.597127190960385,0.69910478051299,0.790870628203042,0.893389767602749,1.02793846127068,95
"pp[3,116]",0.22567764556965,0.110755926587035,0.0637017912029021,0.139336302691541,0.207173058966356,0.295392371858095,0.480469740281762,1.00344361319886,2600
"pp[1,117]",0.103233475874175,0.10907430841237,0.00390656638282537,0.0287201587636891,0.0671376863018374,0.133800607355021,0.415507726652488,1.21348694900137,15
"pp[2,117]",0.694107758425999,0.139350628537734,0.37321566497265,0.611704596877105,0.71323477791376,0.80145724831469,0.901800475184458,1.03280819768266,80
"pp[3,117]",0.202658765699826,0.103878848263624,0.0548957002650602,0.121719104934789,0.183787247092346,0.266362879207725,0.444385869767306,1.00345682745033,3000
"pp[1,118]",0.115822411059584,0.1173089906262,0.00472877562707523,0.0340533090582616,0.0782648977071553,0.1543274381427,0.444222274708777,1.20545129473126,16
"pp[2,118]",0.702953202163846,0.140755565987797,0.368671571195366,0.622052558284343,0.723972039706734,0.810839487194981,0.908727794785154,1.03651133084871,71
"pp[3,118]",0.18122438677657,0.0968399948871521,0.0461405451471939,0.10627586179448,0.162575545545712,0.238640620328415,0.409057247037131,1.00355753325232,3000
"pp[1,119]",0.12950202890832,0.125682703248435,0.00586825694332016,0.040410691656846,0.0906816938597218,0.174622729757209,0.477766448739031,1.19736578007506,17
"pp[2,119]",0.709110125308101,0.143130517761931,0.359024544149896,0.62883290259841,0.731327365113507,0.817862290171341,0.916045686592453,1.03873596530721,65
"pp[3,119]",0.161387845783579,0.0897528194954168,0.0389175248593375,0.0921407641205238,0.143550643310142,0.212119701810347,0.373662494817636,1.00374844724956,3000
"pp[1,120]",0.144305191843152,0.134144630237832,0.00699957026345267,0.0475559798556193,0.104593070958804,0.194960981213639,0.51823112248356,1.18925812534275,17
"pp[2,120]",0.712555913707436,0.146466771325916,0.357116090480448,0.631452566245922,0.735623093046616,0.822788694639516,0.922120793916082,1.03948587777264,61
"pp[3,120]",0.143138894449412,0.0827206073608424,0.0319061698848925,0.0796087091442119,0.125662064142302,0.188491101199584,0.34078996220607,1.00403248269921,3000
"pp[1,121]",0.160256552580601,0.142640084909517,0.00830173597263591,0.055286458095477,0.119805427149552,0.220211342386764,0.554276650309915,1.1811556068116,18
"pp[2,121]",0.713296703979027,0.150697013871746,0.347015911490782,0.630230402728723,0.737640069145228,0.825829428538505,0.926788399272546,1.03901528731009,59
"pp[3,121]",0.126446743440371,0.0758343018934885,0.0264860725418865,0.0688171550518065,0.109944249093666,0.166456886698059,0.30777328856203,1.0044126422621,3000
"pp[1,122]",0.177370853838235,0.151108891066532,0.0102005047339442,0.0638881267143061,0.136109853732179,0.246707408430309,0.591364761414564,1.1730847345181,19
"pp[2,122]",0.711365862047818,0.155706557584861,0.330117088905512,0.625520266701176,0.738584953401423,0.828814086804403,0.931506307017528,1.03769989038401,59
"pp[3,122]",0.111263284113947,0.0691711277792312,0.0216336056555297,0.0587679576179981,0.0961522710780005,0.146942530786342,0.276214068642926,1.00489184941139,3000
"pp[1,123]",0.195651327650949,0.15948412591511,0.0122557614148706,0.0739392387352981,0.153488173897372,0.273370114833536,0.618211101661876,1.1650709654044,20
"pp[2,123]",0.706822344572625,0.161346931008401,0.316616406883837,0.614869621314214,0.736164276254962,0.829683162758983,0.933690853653183,1.03591622401647,61
"pp[3,123]",0.0975263277764256,0.0627939643602305,0.0177243623742324,0.0505452890459708,0.0836167185777434,0.128663193556347,0.247916228010934,1.00547273436756,3000
"pp[1,124]",0.215088278611216,0.167691765411583,0.0147055440420774,0.0849732917189849,0.174728768793168,0.301937140928785,0.646252184785884,1.15713848351929,21
"pp[2,124]",0.699748982645517,0.16744926431656,0.29891957033443,0.603735554476375,0.732671552510419,0.828261681546689,0.935027165966595,1.03396946670598,63
"pp[3,124]",0.0851627387432661,0.0567513770544638,0.0144598437157463,0.0425170245127952,0.0721599777713392,0.113299450031936,0.219624397145127,1.00615740904904,3000
"pp[1,125]",0.235657895228547,0.175651425308741,0.0175870582036112,0.0976455255610314,0.195955981102803,0.332878083755961,0.676209545822701,1.14931005389894,22
"pp[2,125]",0.690250735085738,0.173835860860629,0.274660724330423,0.587380474574369,0.723652128082839,0.827402663506051,0.934780504803758,1.03207101173421,67
"pp[3,125]",0.0740913696857151,0.0510781913799259,0.011638441064105,0.0357965982239066,0.0627119179850718,0.0990414799913129,0.19708310204047,1.00694727714717,2600
"pp[1,126]",0.257321310100282,0.183278069361683,0.0207617134735448,0.111232016406615,0.218879686226217,0.365441314442118,0.701815135739444,1.14160692632514,24
"pp[2,126]",0.678452954775439,0.18032929069844,0.254311622773796,0.56782309977957,0.711401091467369,0.820691277974091,0.935421536528455,1.03034751999344,72
"pp[3,126]",0.0642257351242787,0.0457964925610568,0.00906076192351244,0.0301948650816535,0.0535870051383847,0.0861642484705916,0.176562373224962,1.00784292389422,1700
"pp[1,127]",0.280023930415937,0.190484367513009,0.0250719352564751,0.12707741513622,0.242705951422223,0.397224292189435,0.732277843599489,1.13404874601623,25
"pp[2,127]",0.664499686793752,0.186758996861819,0.233173552181015,0.546483876112477,0.695366779071878,0.812245985405312,0.934347733681807,1.02886241056908,78
"pp[3,127]",0.0554763827903111,0.0409169426078426,0.00731693739606403,0.0254500465067837,0.0455764053029296,0.0744665224408465,0.156261918855445,1.00884411506303,1200
"pp[1,128]",0.303695082999978,0.197183303400431,0.0294062208867588,0.144900543808224,0.271001222255213,0.430695097419401,0.753813096574348,1.1266534326049,27
"pp[2,128]",0.648551973753565,0.192965720209428,0.217129713551897,0.521483003746596,0.678905840038908,0.803466880361182,0.933593404340371,1.02763789090043,86
"pp[3,128]",0.047752943246457,0.0364403150927928,0.0057611255345557,0.0215416197184681,0.0387393934994084,0.0644334737221661,0.138555964078926,1.00994991064455,930
"pp[1,129]",0.328248055643968,0.203290617444511,0.0343064209149113,0.164180001068071,0.298482679088231,0.463134742890523,0.781890430725947,1.119437020692,30
"pp[2,129]",0.630786089330159,0.198804112248678,0.20071966552233,0.494742342195133,0.657419664612163,0.790528549210151,0.931255263958629,1.02667252961855,96
"pp[3,129]",0.0409658550258736,0.0323591526958923,0.0044982344739016,0.0178076422281811,0.0326193906597721,0.0551534462725177,0.122311955531289,1.01115887200239,720
"pp[1,130]",0.353580653324882,0.208726776833165,0.0405070867409253,0.184236888718783,0.328347840018271,0.495969205311207,0.806809924591686,1.11241350693494,32
"pp[2,130]",0.611391571168376,0.20414390525212,0.177535553885454,0.468306464084121,0.634132421787767,0.776800604591911,0.927809857010682,1.02595343868973,110
"pp[3,130]",0.0350277755067423,0.0286594572579604,0.00349834196231744,0.0147741054416921,0.0275998443750206,0.0471563982549447,0.107392194251071,1.01246931925844,570
"pp[1,131]",0.379576394028418,0.213418448276253,0.0475875050581851,0.206657993311919,0.35839681456115,0.530604738337304,0.828808579782117,1.10559479581193,35
"pp[2,131]",0.590568908493624,0.208870120255245,0.160810147989557,0.442388386441848,0.610569746484807,0.759230196942673,0.924159117521403,1.02546380993038,120
"pp[3,131]",0.0298546974779575,0.0253223301070262,0.00265131650966296,0.0122671910385916,0.0231329254454136,0.0400894090094127,0.0944027422543736,1.01387958532704,460
"pp[1,132]",0.406106409934816,0.217299841357832,0.0540637433009469,0.231370211926291,0.389212493386484,0.562877188060228,0.850332206461857,1.09899084286891,38
"pp[2,132]",0.568526791634552,0.212883017807536,0.140072725782179,0.412997896184316,0.582671661827869,0.739030240676695,0.919758076522109,1.02518697152894,140
"pp[3,132]",0.0253667984306313,0.0223254924296497,0.00195692370510276,0.0100728220856491,0.0193396065711836,0.0341422254358753,0.0826636460621601,1.01538821924324,380
"pp[1,133]",0.433031988462388,0.220314523142445,0.0625683803704656,0.256469218270606,0.420811146081431,0.597162713115582,0.869900779207949,1.09261003352549,42
"pp[2,133]",0.545478957821829,0.216098598988028,0.124349367454789,0.383426391568273,0.555594876767322,0.716490134924728,0.913950480456398,1.02510809850984,160
"pp[3,133]",0.0214890537157825,0.0196446300152552,0.00146267618430051,0.00821552366276932,0.0161838431055261,0.0289653059974612,0.0719479236349211,1.01699411297324,320
"pp[1,134]",0.460207533698844,0.2224180870325,0.0735698476556878,0.284852724468524,0.455240813872556,0.629923857132748,0.885739190821565,1.08645971871828,47
"pp[2,134]",0.521640821120079,0.218450152470866,0.110256511455265,0.354593874196758,0.526614164910367,0.692966474657663,0.906232866846819,1.02521457418241,190
"pp[3,134]",0.018151645181077,0.017254523093829,0.00112440116578908,0.00673818571377349,0.0134893448954227,0.0243108898777576,0.0616531893716091,1.01869655308604,270
"pp[1,135]",0.487483643351713,0.223581411010696,0.0845619021863164,0.312947850954666,0.488837041813095,0.660978506897942,0.899466807732107,1.0805467147068,52
"pp[2,135]",0.497226162490367,0.219890622061685,0.0969711460024403,0.326523763523214,0.493121237502761,0.668162019065859,0.898977729998295,1.02549581191181,220
"pp[3,135]",0.0152901941579206,0.0151299414451511,0.000868192916593048,0.00546031163300951,0.0110865093910101,0.0204165657536707,0.0525167031822405,1.02049521705172,230
"pp[1,136]",0.514710042224102,0.223793604494903,0.0965288101421356,0.343928547567025,0.522441378355535,0.691711550479481,0.911354777539926,1.07487753763912,59
"pp[2,136]",0.472444113906102,0.220394872763647,0.0853965726060672,0.298854570636167,0.46464069627793,0.638822495137129,0.887781562415289,1.0259430795488,250
"pp[3,136]",0.0128458438697964,0.0132463077160224,0.000638561168418016,0.00440348564953128,0.00917038088179047,0.0169084126815382,0.0449609383548343,1.02239013392243,200
"pp[1,137]",0.541738262743621,0.223063605256086,0.109975171160962,0.376278355369316,0.556138365526182,0.721037910702694,0.923408780925914,1.06945821960458,67
"pp[2,137]",0.447496523263444,0.219960756696508,0.0738724397933226,0.271581829449909,0.434227622257281,0.610484407696629,0.874608717080733,1.02654954945402,280
"pp[3,137]",0.0107652139929342,0.011580153711835,0.000477849428617308,0.00356337849573581,0.00750430636750072,0.0140140007670445,0.0386896143688919,1.02438161409629,180
"pp[1,138]",0.568424117826113,0.221419813752999,0.124046260227578,0.40731291645282,0.58694312114068,0.74601776618625,0.934205673076789,1.06429371184774,77
"pp[2,138]",0.42257563218468,0.218608298820265,0.0638010815503022,0.247581585938192,0.403015820397516,0.580778948804758,0.859888710003924,1.02731052025773,310
"pp[3,138]",0.00900024998920621,0.010109408635757,0.000356626432087054,0.00284328783387355,0.00614636215409503,0.0116220875615453,0.0334902544038479,1.02647013687077,160
"pp[1,139]",0.594630082879384,0.218907805272075,0.143731850294048,0.43876466987488,0.61637040328579,0.769560122334886,0.944595818530825,1.05938704914167,89
"pp[2,139]",0.397861926538226,0.216376995272296,0.0528423757171559,0.224960161885187,0.374458797803376,0.552693484426651,0.843862295296333,1.02822361036245,340
"pp[3,139]",0.00750799058239027,0.00881356139048789,0.000258184962518094,0.00224316051426404,0.00497574836805746,0.00958519089844367,0.0286315380316829,1.02865618125813,140
"pp[1,140]",0.620227668899869,0.21558669253714,0.166582335509631,0.472144631900864,0.647296710228242,0.793389070729372,0.95323384576436,1.05473855402914,100
"pp[2,140]",0.373522054635385,0.213321778954108,0.0455058947947363,0.202709797581325,0.347070678461774,0.521028202557878,0.828682348834635,1.02928872536001,340
"pp[3,140]",0.0062502764647458,0.00767373330963963,0.000190507947017526,0.00177359358821791,0.0040661083509508,0.00795825631529387,0.0243722242841783,1.03093999864439,120
"pp[1,141]",0.6450997624816,0.211524985465313,0.186629053113788,0.504619722954513,0.676549425830191,0.813825014209109,0.959580907144954,1.05034535957943,120
"pp[2,141]",0.349706816365102,0.209508504061428,0.0386033118417566,0.182309773665647,0.31838512706858,0.489317103072034,0.810500615508086,1.03050770269675,330
"pp[3,141]",0.00519342115329856,0.00667268814974144,0.000138845562062422,0.00137334156571136,0.00326164042821571,0.00655230230550962,0.0208741392194928,1.03332134795107,110
"pp[1,142]",0.669142790640351,0.206796796185115,0.207915953080927,0.536638602004052,0.703500405701553,0.832921318824967,0.966101303073482,1.04620142788047,150
"pp[2,142]",0.326549348076026,0.205009812461884,0.0330831771018812,0.163504476284117,0.292031612549921,0.456411999401886,0.784242731775995,1.03188366462425,310
"pp[3,142]",0.0043078612836231,0.00579479728334625,0.000100986940540744,0.00107438741882606,0.00264722048570163,0.00539969748491549,0.0180871189042526,1.03579923277569,100
"pp[1,143]",0.692268496066579,0.201478977407287,0.234961603179644,0.567036065579746,0.729821689807744,0.85210551402011,0.971761259932403,1.04229808512744,180
"pp[2,143]",0.304163704406497,0.199901982801553,0.0278904747656289,0.145618023989146,0.26585131344795,0.428461697239594,0.759715536845806,1.03342020613653,280
"pp[3,143]",0.00356779952692399,0.00502597202210921,7.42745618321093e-05,0.000835325539955968,0.00211952123540613,0.00445670378387819,0.0153311035984434,1.03837168576663,90
"pp[1,144]",0.714405116782157,0.195649345102586,0.260210847045992,0.599691693981888,0.757472367154224,0.868295604523953,0.976256608358785,1.03862495218489,220
"pp[2,144]",0.282644033580917,0.194262917806711,0.0236582515148205,0.129573522529669,0.240201290671274,0.398267971585334,0.734748716602142,1.03512057905342,250
"pp[3,144]",0.00295084963692598,0.00435357206432913,5.31250347292963e-05,0.000644453349227653,0.00169554214287397,0.00366629801042053,0.013033722826693,1.04103563562823,82
"pp[1,145]",0.735497849517331,0.189385715680777,0.284596070810577,0.628055271324006,0.779903399478785,0.883676600277629,0.980149400989883,1.03517107743323,280
"pp[2,145]",0.26206446012777,0.188170995931675,0.0198147054195748,0.115502281272466,0.217446535722462,0.369044584490569,0.713305418057189,1.03698700825375,210
"pp[3,145]",0.00243769035489896,0.00376629813192605,3.78000943500164e-05,0.000495609367668555,0.00134726894885986,0.00298640037704857,0.0112333166351835,1.04378687180275,75
"pp[1,146]",0.755508597859413,0.182765282750219,0.307853328143984,0.656887961165252,0.801380109965097,0.897972976103784,0.983587135138567,1.03192608780114,350
"pp[2,146]",0.242479669082253,0.181704303545147,0.0163875671064988,0.101082354066121,0.197502212637306,0.340523951088638,0.688725177331042,1.03902021563485,190
"pp[3,146]",0.0020117330583339,0.00325407650622921,2.65875467960965e-05,0.000378782644797634,0.00106437156877685,0.00243342251671455,0.00952359052254306,1.04662010033735,69
"pp[1,147]",0.774415111888433,0.175863932565067,0.33120657686968,0.685845883291291,0.820833208366641,0.909794231664022,0.986154951227537,1.02888123038929,450
"pp[2,147]",0.223926081244347,0.174939837464286,0.0138279233525556,0.0893185029723201,0.177685015328314,0.311966761915423,0.663225613289367,1.04121916336625,160
"pp[3,147]",0.0016588068672204,0.00280794238236432,1.91402775581774e-05,0.000287609604113592,0.000837082257899895,0.00197612885447554,0.00809592882792808,1.04952906968313,64
"pp[1,148]",0.792209681482806,0.168755346756788,0.357727119822417,0.709861511353275,0.839518323254295,0.920383422863853,0.988521398567644,1.02603023102978,590
"pp[2,148]",0.206423454438244,0.167952519350466,0.0114559675289081,0.0788783910535697,0.159538129446463,0.287769276797978,0.640503916171409,1.04358098361877,140
"pp[3,148]",0.00136686407895064,0.0024199274775343,1.32240140227194e-05,0.000220701163606677,0.000659792673454555,0.00160768465712303,0.00694520067692225,1.05250674008937,59
"pp[1,149]",0.808897548432271,0.161509985364192,0.389435392516104,0.733268016013282,0.856244098837291,0.930257957787483,0.990226619923235,1.02336991652271,760
"pp[2,149]",0.189976743527329,0.160814110388538,0.00974165579030994,0.0691232457061213,0.14279803919787,0.264950765937082,0.609249719112215,1.04610104418481,120
"pp[3,149]",0.0011257080403994,0.00208295545297669,9.3329135631874e-06,0.000167050468883639,0.000517725470314838,0.00130612848506248,0.00593945578493211,1.05554547274543,55
"pp[1,150]",0.824495174011063,0.15419414848992,0.417474292197852,0.756704051537232,0.87213989404944,0.939228958658759,0.99169074923709,1.02090053928991,970
"pp[2,150]",0.17457808120271,0.153592221428081,0.00829348481197684,0.0605061955280386,0.126829947545278,0.241330623734346,0.581445544661971,1.04877310177961,110
"pp[3,150]",0.000926744786226998,0.00179074691115778,6.58633922803932e-06,0.00012686839559083,0.000404181362793704,0.0010426323326232,0.00509370459133772,1.05863722062314,52
"pp[1,151]",0.839028464035696,0.146869263919282,0.445712063101206,0.777393647053687,0.886623791089077,0.947035871415537,0.993011112511168,1.01862573791826,1200
"pp[2,151]",0.160208776973204,0.146349563160675,0.00696278169266411,0.052573510384386,0.112647994812872,0.221696039943787,0.553477278608716,1.0515895058507,94
"pp[3,151]",0.000762758991100443,0.00153773433807501,4.73710541601556e-06,9.65498413596639e-05,0.000314951374824162,0.000840818627736975,0.00437044038398844,1.06177370866854,48
"pp[1,152]",0.852531027186458,0.139591422071685,0.472635266063926,0.797872326298731,0.898089098809988,0.9541045561476,0.994228946122881,1.01655209479566,1300
"pp[2,152]",0.146841258753624,0.139143454929908,0.00575414671168736,0.0457877597615291,0.101303807716058,0.201534659264157,0.525205801672502,1.05454142660212,84
"pp[3,152]",0.000627714059918433,0.00131898647515784,3.36825779505379e-06,7.27791977579758e-05,0.000245508227458547,0.000669421481812958,0.00375541743014831,1.06494659530139,46
"pp[1,153]",0.86504252542533,0.132411080235421,0.49716853218892,0.815489250928573,0.909525195625546,0.960436999664701,0.995468962753815,1.01468831941421,1200
"pp[2,153]",0.134440899007398,0.132025511501145,0.00452955515940141,0.0393550885132916,0.089977842276992,0.184111994614653,0.501363378335006,1.05761908842293,75
"pp[3,153]",0.000516575567271772,0.00113014115866502,2.34572331001191e-06,5.48330395861495e-05,0.000190225725883157,0.000540079615351315,0.00316358463068345,1.06814761042552,43
"pp[1,154]",0.8766071617185,0.125372837109413,0.525619755827244,0.831691884907135,0.919993770977046,0.966017887933478,0.996323188619402,1.01304417195205,1100
"pp[2,154]",0.12296768149972,0.125041406641544,0.00366400161614343,0.0338649674843262,0.0794859075707403,0.167446894583044,0.472668926592994,1.06081199485396,68
"pp[3,154]",0.000425156781779386,0.000967345525071102,1.63980764442925e-06,4.12520276471182e-05,0.000146955018228896,0.000429098086886458,0.00265992978243591,1.07136866800654,41
"pp[1,155]",0.887272335136437,0.118515224039452,0.552998055663579,0.84692850746859,0.92817531118749,0.970813335098709,0.996997351632927,1.01162931148275,920
"pp[2,155]",0.112377680188517,0.118230658308376,0.00299858570991318,0.0291094048367369,0.0713035170466023,0.152348229706027,0.446833094820924,1.06410913552432,62
"pp[3,155]",0.000349984675045248,0.000827202524624861,1.13824438510629e-06,3.11684312207747e-05,0.000113542472210007,0.000344681793099225,0.00225369744083422,1.07460195394705,39
"pp[1,156]",0.897087476496635,0.111870525539118,0.577105931358313,0.860886683116422,0.936544699586545,0.974889151427417,0.997542514836747,1.01045227703983,750
"pp[2,156]",0.102624338896174,0.111626446947108,0.00245489941065098,0.0249946838917263,0.0634245783842799,0.138678692574208,0.421805475868001,1.06749917001911,57
"pp[3,156]",0.00028818460719148,0.00070672282152242,7.89673397624303e-07,2.36310876085385e-05,8.78996425580061e-05,0.000273601286801257,0.0018766390040759,1.07783999217651,37
"pp[1,157]",0.906103061992698,0.105464687772714,0.600785036518557,0.873914821434819,0.944325114577626,0.978284010687896,0.997982372246559,1.00951977719316,610
"pp[2,157]",0.0936595562236424,0.105255524798185,0.00201666171852318,0.021650234476376,0.055559844340466,0.125779177660354,0.399108182410005,1.07097058799471,52
"pp[3,157]",0.000237381783659893,0.000603281329638414,5.47710966583964e-07,1.79357552799447e-05,6.74634760421412e-05,0.000217718748641759,0.0015724323264897,1.08107569314881,35
"pp[1,158]",0.914369790894469,0.0993173822034811,0.624090553200022,0.886797442376702,0.950939067194064,0.981243806620128,0.998313659828478,1.00883638592275,500
"pp[2,158]",0.0854345915339943,0.0991382827705268,0.00168613338910134,0.0187013821236168,0.0490331747357878,0.112882073960524,0.375138788726178,1.07451184811887,49
"pp[3,158]",0.000195617571536934,0.000514577801881039,3.83073085589653e-07,1.33784147945514e-05,5.17204107439994e-05,0.000174063630467729,0.00132895209152758,1.0843023891311,34
"pp[1,159]",0.921937907796109,0.0934422675981344,0.653157063522689,0.897349697010855,0.9564009363842,0.983746263382181,0.998607559553736,1.00840464549567,410
"pp[2,159]",0.0779008133762344,0.0932890174579383,0.00139023729611132,0.016222497544025,0.0434958765139104,0.10248278885996,0.346783351397197,1.0781114999608,45
"pp[3,159]",0.000161278827656797,0.000438601037773237,2.69014661917973e-07,9.95454067721194e-06,4.02455459423226e-05,0.000137457350928919,0.00111404955642463,1.08751385995686,32
"pp[1,160]",0.928856649351277,0.0878474537762741,0.672960885207304,0.907962734938151,0.961611180280398,0.985982895994748,0.998852938081964,1.00822549015736,350
"pp[2,160]",0.0710103121436794,0.0877164010794736,0.00113265457033223,0.0139976327846256,0.0383341945054206,0.0920060100406454,0.326937132831761,1.0817582928186,42
"pp[3,160]",0.000133038505044052,0.000373596386310045,1.8656030853426e-07,7.45901640379182e-06,3.08578949624534e-05,0.000108909176443881,0.000923353341427318,1.09070435172335,31
"pp[1,161]",0.93517379804913,0.0825361324006434,0.696304513570574,0.917040063249832,0.966299680081691,0.987884977293367,0.999051745428602,1.00829884952445,300
"pp[2,161]",0.0647163960006758,0.0824241190695809,0.000935438159824141,0.0121067282567755,0.0336607046849944,0.0827859376304437,0.302955386702918,1.08544127419523,40
"pp[3,161]",0.000109805950194409,0.000318036295990612,1.34606584786637e-07,5.59125246514672e-06,2.37159957451208e-05,8.65304349101212e-05,0.000767111960247216,1.09386858969211,30
"pp[1,162]",0.940935329265018,0.0775073152970659,0.716982347936045,0.925749132588914,0.970286530060921,0.989554238842238,0.999208056745996,1.00862427583756,260
"pp[2,162]",0.05897398526968,0.0774116153229369,0.000778962600484934,0.0104345949975072,0.0296850080297106,0.0742178123644932,0.281249854064351,1.08914987896254,38
"pp[3,162]",9.06854653023895e-05,0.000270593704902109,9.1144175854107e-08,4.17581999136381e-06,1.82614565201215e-05,6.81634131511376e-05,0.000633506309336993,1.09700178572756,29
"pp[1,163]",0.946185141043058,0.0727566130546518,0.73281817380327,0.933005657325848,0.973756474993936,0.991067168153809,0.999342955764444,1.00937726787282,230
"pp[2,163]",0.053739917082485,0.0726748774851,0.000646413690503427,0.00892325043685196,0.0261695483597262,0.0669468032883834,0.266895039226097,1.09287400881371,36
"pp[3,163]",7.49418744573715e-05,0.000230118079991809,6.52928864403294e-08,3.13786657863032e-06,1.40731683056612e-05,5.35169310586056e-05,0.000541703844112743,1.10009964012225,28
"pp[1,164]",0.950964858123634,0.0682769934697705,0.751208231127284,0.938921296301859,0.976914172446308,0.992304922576909,0.999454116042748,1.01047632625387,200
"pp[2,164]",0.0489731698839126,0.0682072016294346,0.000537850930492829,0.00768196285176217,0.0230765965299629,0.0610306751428664,0.248712860802954,1.09660410075586,34
"pp[3,164]",6.19719924534457e-05,0.000195613917455186,4.54397618400319e-08,2.35493210821902e-06,1.07152658764213e-05,4.17679678552835e-05,0.000454618357910699,1.10315833757931,27
"pp[1,165]",0.955313702594232,0.0640594749362579,0.769422741127336,0.944888562019484,0.979738076391203,0.99338079240707,0.999546603158479,1.0115923520285,180
"pp[2,165]",0.0446350163618309,0.0639998913207024,0.00045211225477331,0.00661558659625892,0.0202475845387508,0.0550831308810338,0.230492205446191,1.10033118320795,32
"pp[3,165]",5.12810439375438e-05,0.00016622151527464,3.1265146981405e-08,1.75309451748039e-06,8.15574631545808e-06,3.28645068890777e-05,0.000382723185987141,1.10617453732682,27
"pp[1,166]",0.95926842358874,0.0600937279831688,0.77881310954429,0.950540759555003,0.982209542762547,0.994311024541406,0.999629338014828,1.01271524673467,170
"pp[2,166]",0.0406891131948249,0.0600428642524739,0.000370176099328416,0.00568735233328573,0.0177852174573234,0.0493794574656199,0.221040104331338,1.10404691861335,31
"pp[3,166]",4.24632164346412e-05,0.000141199830431686,2.13637319932839e-08,1.32579759350313e-06,6.21744796680316e-06,2.57362956661978e-05,0.000323294638696328,1.1091453576703,26
"pp[1,167]",0.962863278164853,0.0563685742890903,0.795710275870184,0.955522814846064,0.984445090926792,0.995097926066026,0.999689564873835,1.01403699173508,150
"pp[2,167]",0.0371015361828293,0.0563251558237803,0.000308965285131849,0.00489439918478583,0.0155514591766149,0.0444699495041982,0.204103511632037,1.10774363212911,30
"pp[3,167]",3.51856523179301e-05,0.00011991123925362,1.44311370265252e-08,9.95882031631057e-07,4.74459414205157e-06,2.01837758688546e-05,0.000268725522953052,1.11206835561928,25
"pp[1,168]",0.966130055239178,0.0528723844335556,0.811907391590383,0.960361563379675,0.986455477163603,0.995753457971484,0.999747666968749,1.01588143536948,140
"pp[2,168]",0.0338407694687785,0.0528353209714158,0.000252308899532387,0.00423978112457645,0.0135422869488432,0.0396025072211648,0.18805399126081,1.11141432669383,28
